Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Count,Developer,Rating
16.0,2006.0,7.0,349.0,0.0,0.0,0.52,0.0,0.52,66.6,25.4,50.0,717.6,6.0
15.0,2000.0,1.0,491.0,0.15,0.1,0.0,0.02,0.27,51.0,8.0,7.0,657.0,5.0
15.0,1998.0,10.0,349.0,0.0,0.0,0.42,0.03,0.45,66.4,16.2,105.8,735.8,5.6
4.0,2008.0,0.0,491.0,0.18,0.11,0.0,0.03,0.32,62.8,8.2,8.2,214.0,1.0
13.0,2009.0,0.0,91.0,0.0,0.03,0.0,0.0,0.03,79.0,32.0,159.0,1526.0,7.0
6.0,2001.0,0.0,21.0,0.13,0.05,0.0,0.0,0.19,60.6,8.6,7.0,856.2,2.2
28.0,2011.0,0.0,101.0,0.09,0.0,0.0,0.01,0.1,60.6,22.2,8.0,1284.0,7.0
10.0,1997.0,8.0,327.0,0.38,0.08,0.0,0.01,0.47,80.8,20.8,230.0,925.0,3.0
6.0,2004.0,4.0,85.0,0.0,0.0,0.08,0.0,0.09,75.4,18.8,16.4,554.6,1.0
21.0,1996.0,10.0,448.0,0.0,0.0,0.29,0.0,0.29,78.2,16.0,11.8,1376.0,1.0
26.0,2009.0,10.0,298.0,0.51,0.01,0.0,0.04,0.56,61.4,24.8,60.4,312.0,1.0
26.0,2009.0,0.0,21.0,0.36,0.29,0.0,0.07,0.72,55.0,32.0,28.0,108.0,7.0
15.0,1998.0,0.0,138.0,0.19,0.13,0.0,0.02,0.33,61.2,10.8,52.8,412.4,6.6
17.0,2013.0,4.0,528.0,0.14,0.34,0.0,0.1,0.58,91.0,23.0,310.0,1546.0,2.0
19.0,2006.0,10.0,139.0,0.2,0.04,0.0,0.03,0.27,78.0,23.0,305.0,1454.0,1.0
23.0,1992.0,2.0,85.0,2.47,0.83,2.87,0.12,6.3,64.4,23.0,134.8,651.6,4.8
15.0,1997.0,0.0,178.0,0.13,0.09,0.0,0.01,0.23,71.8,15.4,87.4,1009.2,6.0
2.0,2011.0,10.0,139.0,0.36,0.01,0.0,0.03,0.39,49.0,18.0,16.0,453.0,1.0
17.0,2010.0,8.0,85.0,0.29,0.33,0.2,0.13,0.95,68.0,56.0,62.0,268.0,7.0
19.0,2005.0,0.0,277.0,0.1,0.0,0.0,0.01,0.11,43.0,30.0,22.0,1002.0,5.0
23.0,1996.0,3.0,365.0,0.0,0.0,0.19,0.0,0.19,63.6,31.2,68.0,865.6,4.4
26.0,2010.0,3.0,294.0,0.53,0.06,0.0,0.04,0.63,91.0,10.0,36.0,152.0,7.0
16.0,2005.0,6.0,258.0,0.33,0.01,0.0,0.05,0.4,71.0,7.0,8.0,768.0,1.0
28.0,2010.0,8.0,448.0,0.19,0.16,0.03,0.04,0.42,84.0,70.0,182.0,1119.0,5.0
26.0,2009.0,6.0,91.0,0.1,0.22,0.0,0.04,0.37,51.0,10.0,22.0,305.0,2.0
28.0,2010.0,1.0,7.0,0.0,0.0,0.02,0.0,0.02,48.6,20.4,25.0,486.8,6.6
13.0,2009.0,6.0,91.0,0.0,0.02,0.0,0.0,0.02,67.0,16.0,86.0,118.0,1.0
4.0,2008.0,3.0,528.0,0.0,0.2,0.0,0.0,0.2,62.6,6.0,5.0,1539.0,1.0
16.0,2005.0,8.0,370.0,0.22,0.17,0.0,0.06,0.46,58.0,25.0,51.0,1190.0,7.0
10.0,1999.0,1.0,349.0,0.0,0.0,0.06,0.0,0.06,64.2,14.0,44.8,759.8,4.2
16.0,2004.0,10.0,139.0,1.03,0.32,0.0,0.09,1.44,88.0,30.0,20.0,449.0,1.0
2.0,2011.0,10.0,349.0,0.05,0.05,0.0,0.01,0.11,58.0,11.0,13.8,722.0,2.0
28.0,2009.0,9.0,349.0,0.0,0.0,0.06,0.0,0.06,55.0,15.6,52.2,406.0,7.0
19.0,2010.0,10.0,21.0,0.09,0.0,0.0,0.01,0.1,41.6,5.6,5.0,517.0,7.0
15.0,2001.0,8.0,528.0,0.13,0.09,0.0,0.02,0.23,64.4,15.2,15.6,856.6,7.0
26.0,2006.0,0.0,528.0,0.1,0.01,0.0,0.01,0.13,61.0,12.0,16.0,1558.0,5.0
4.0,2006.0,7.0,496.0,0.22,0.0,0.0,0.02,0.23,62.0,18.0,6.0,1429.0,2.0
4.0,2010.0,5.0,474.0,0.17,0.0,0.0,0.01,0.18,63.6,31.2,138.4,310.0,2.0
2.0,2012.0,3.0,363.0,0.0,0.0,0.28,0.0,0.28,69.4,27.8,35.0,716.6,3.6
26.0,2008.0,5.0,569.0,0.12,0.0,0.0,0.01,0.13,54.8,24.0,44.4,1324.0,2.0
16.0,2006.0,0.0,349.0,0.0,0.0,0.23,0.0,0.23,58.0,30.8,24.4,764.8,5.4
29.0,2001.0,6.0,191.0,0.18,0.05,0.0,0.01,0.24,59.0,15.0,5.0,1472.0,1.0
4.0,2010.0,1.0,533.0,0.04,0.01,0.0,0.0,0.05,60.6,19.0,25.2,993.0,1.0
19.0,2006.0,7.0,277.0,0.0,0.0,0.02,0.0,0.02,59.2,33.2,22.6,688.4,3.6
4.0,2009.0,9.0,528.0,0.07,0.03,0.0,0.01,0.11,82.0,11.0,7.0,798.0,1.0
18.0,2015.0,0.0,66.0,0.1,0.25,0.02,0.06,0.43,76.0,54.0,267.0,876.0,4.8
19.0,2007.0,10.0,497.0,0.1,0.0,0.0,0.01,0.11,72.0,9.0,8.2,222.0,1.0
15.0,2000.0,10.0,458.0,0.23,0.16,0.0,0.03,0.41,56.0,10.0,17.2,706.0,1.0
16.0,2002.0,10.0,469.0,0.0,0.0,0.07,0.0,0.07,71.4,38.2,96.4,955.2,5.6
21.0,1996.0,7.0,265.0,0.0,0.0,0.23,0.0,0.23,63.8,14.0,52.6,815.6,6.0
17.0,2011.0,7.0,349.0,0.6,0.47,0.21,0.23,1.51,85.0,89.0,984.0,843.0,2.0
26.0,2008.0,5.0,508.0,0.07,0.01,0.0,0.01,0.08,56.0,7.0,4.0,800.0,1.0
17.0,2013.0,7.0,364.0,0.0,0.0,0.02,0.0,0.02,66.0,24.8,47.6,366.6,7.0
17.0,2014.0,7.0,139.0,0.27,0.18,0.05,0.09,0.6,67.4,12.4,242.0,196.0,5.0
18.0,2015.0,0.0,552.0,0.24,0.37,0.0,0.12,0.73,80.0,53.0,65.0,1511.0,2.0
16.0,2001.0,9.0,320.0,0.11,0.08,0.19,0.03,0.41,75.0,16.0,30.0,552.0,7.0
28.0,2013.0,0.0,85.0,0.12,0.1,0.02,0.02,0.26,75.0,30.0,170.0,268.0,5.0
28.0,2007.0,0.0,497.0,0.1,0.01,0.0,0.01,0.11,45.0,30.0,16.0,1606.0,7.0
4.0,2009.0,1.0,161.0,0.06,0.3,0.0,0.04,0.39,57.0,8.0,9.0,551.0,1.0
26.0,2006.0,3.0,349.0,0.12,0.0,0.06,0.01,0.19,66.4,27.4,28.0,814.4,2.6
29.0,2005.0,0.0,491.0,0.06,0.02,0.0,0.0,0.09,63.0,12.0,10.8,657.0,2.0
10.0,1999.0,8.0,21.0,0.13,0.03,0.0,0.0,0.16,81.4,22.0,505.0,975.6,6.6
23.0,1993.0,10.0,227.0,0.0,0.0,0.17,0.0,0.17,62.2,18.4,108.4,1084.4,3.4
13.0,2010.0,11.0,497.0,0.98,0.52,0.0,0.17,1.68,90.0,70.0,2280.0,529.0,2.0
16.0,2009.0,0.0,110.0,0.05,0.04,0.0,0.01,0.11,56.0,4.0,4.0,666.0,2.0
13.0,2014.0,8.0,66.0,0.13,0.29,0.0,0.03,0.45,81.0,23.0,1647.0,876.0,5.0
6.0,2004.0,1.0,548.0,0.01,0.0,0.0,0.0,0.02,65.4,11.8,298.0,1628.0,1.0
4.0,2005.0,3.0,6.0,0.06,0.0,0.0,0.0,0.07,40.0,6.0,45.0,1376.0,7.0
23.0,1996.0,7.0,361.0,0.66,0.0,1.45,0.03,2.14,60.4,30.2,85.0,905.4,4.4
4.0,2008.0,0.0,496.0,0.07,0.0,0.03,0.0,0.11,64.0,7.0,7.8,1438.0,2.0
15.0,2000.0,0.0,244.0,0.03,0.02,0.0,0.0,0.06,27.0,4.0,102.0,1318.0,1.0
29.0,2004.0,8.0,491.0,0.11,0.03,0.0,0.01,0.15,71.0,35.0,4.0,1472.0,5.0
16.0,2001.0,10.0,21.0,2.66,1.29,0.01,0.46,4.41,97.0,34.0,298.0,1004.0,7.0
19.0,2008.0,0.0,183.0,0.03,0.0,0.0,0.0,0.03,56.0,17.6,35.4,995.0,2.0
18.0,2015.0,10.0,521.0,0.01,0.09,0.0,0.02,0.12,76.0,4.0,19.0,179.0,1.0
26.0,2008.0,10.0,139.0,0.19,0.01,0.0,0.02,0.22,51.0,11.0,14.0,449.0,1.0
23.0,1996.0,3.0,263.0,0.0,0.0,0.03,0.0,0.03,63.8,14.0,48.8,813.2,5.6
28.0,2008.0,0.0,528.0,0.24,0.28,0.0,0.06,0.59,80.0,34.0,46.0,1547.0,7.0
29.0,2002.0,10.0,17.0,0.08,0.02,0.0,0.0,0.11,58.0,26.0,9.0,1654.0,5.0
18.0,2015.0,10.0,69.0,0.04,0.06,0.0,0.02,0.11,19.0,5.0,65.0,640.0,1.0
19.0,2010.0,11.0,486.0,0.0,0.0,0.01,0.0,0.01,69.6,23.8,18.6,1198.4,2.4
26.0,2008.0,2.0,515.0,0.34,0.02,0.0,0.03,0.38,72.0,20.0,16.0,473.0,7.0
4.0,2006.0,0.0,110.0,0.39,0.0,0.0,0.03,0.42,56.0,23.0,13.0,119.0,2.0
17.0,2008.0,0.0,448.0,0.13,0.14,0.0,0.06,0.32,44.0,30.0,23.0,1287.0,5.0
23.0,1994.0,11.0,349.0,0.0,0.0,0.19,0.0,0.19,64.8,11.8,28.2,449.6,6.6
26.0,2006.0,3.0,448.0,1.05,0.91,0.04,0.24,2.24,74.0,53.0,72.0,1289.0,1.0
4.0,2009.0,9.0,448.0,0.01,0.0,0.0,0.0,0.01,67.2,33.6,35.8,943.6,4.6
16.0,2009.0,3.0,110.0,0.0,0.0,0.06,0.0,0.06,54.4,10.4,41.8,929.2,3.0
28.0,2008.0,0.0,503.0,0.65,0.22,0.05,0.1,1.01,81.0,74.0,302.0,1456.0,5.0
4.0,2010.0,5.0,552.0,0.1,0.16,0.0,0.03,0.29,62.4,13.0,13.0,418.0,1.0
4.0,2006.0,0.0,127.0,0.23,0.0,0.0,0.02,0.25,62.4,12.6,258.6,606.0,2.4
30.0,2014.0,7.0,467.0,0.1,0.1,0.0,0.02,0.22,71.0,13.0,166.0,295.0,5.0
26.0,2008.0,2.0,349.0,0.0,0.0,0.02,0.0,0.02,62.8,24.4,23.0,1036.8,2.6
29.0,2005.0,3.0,101.0,0.03,0.01,0.0,0.0,0.05,60.0,6.0,13.0,331.0,1.0
13.0,2009.0,11.0,491.0,0.0,0.45,0.0,0.02,0.47,85.0,67.0,1502.0,1204.0,5.0
16.0,2010.0,1.0,30.0,0.0,0.0,0.02,0.0,0.02,64.2,17.4,69.4,561.8,4.6
15.0,1999.0,4.0,244.0,0.22,0.15,0.0,0.03,0.4,62.8,12.0,53.6,632.2,2.4
19.0,2012.0,1.0,78.0,0.0,0.0,0.09,0.0,0.09,58.2,22.0,54.6,896.4,2.8
4.0,2009.0,1.0,39.0,0.0,0.0,0.01,0.0,0.01,56.6,8.8,67.4,636.6,4.2
26.0,2009.0,3.0,368.0,0.19,0.01,0.0,0.02,0.22,61.0,8.2,18.8,999.6,2.2
17.0,2012.0,7.0,121.0,0.04,0.13,0.01,0.04,0.22,47.0,13.0,37.0,1111.0,5.0
13.0,2000.0,11.0,139.0,1.32,0.02,0.0,0.0,1.34,84.2,21.4,83.6,532.2,2.4
7.0,2004.0,11.0,259.0,0.02,0.0,0.0,0.0,0.02,63.0,19.0,14.6,1655.0,7.0
18.0,2016.0,10.0,277.0,0.0,0.22,0.04,0.04,0.29,72.0,7.0,8.0,815.0,1.0
16.0,2001.0,10.0,277.0,0.0,0.0,0.12,0.0,0.12,56.8,13.2,9.8,811.8,2.2
6.0,2002.0,4.0,53.0,0.07,0.02,0.0,0.0,0.09,51.0,11.0,8.2,22.0,1.0
28.0,2011.0,8.0,66.0,0.59,0.35,0.01,0.09,1.03,68.0,85.0,404.0,1362.0,7.0
17.0,2010.0,1.0,233.0,0.03,0.0,0.03,0.01,0.06,59.2,18.2,10.0,390.0,5.0
4.0,2009.0,9.0,57.0,0.05,0.0,0.0,0.0,0.06,74.0,19.2,26.6,392.0,1.0
13.0,2010.0,9.0,161.0,0.0,0.02,0.0,0.0,0.02,70.0,17.0,39.0,966.0,1.0
16.0,2001.0,10.0,327.0,0.09,0.07,0.0,0.02,0.18,63.0,10.0,11.6,502.0,1.0
16.0,2002.0,8.0,139.0,1.45,1.29,0.12,0.46,3.33,77.0,20.0,66.0,502.0,7.0
4.0,2006.0,3.0,361.0,0.59,1.79,0.73,0.34,3.45,83.0,30.0,28.0,55.0,1.0
2.0,2012.0,3.0,58.0,0.0,0.01,0.0,0.0,0.01,78.6,29.2,104.8,562.6,1.2
19.0,2011.0,1.0,30.0,0.0,0.0,0.01,0.0,0.01,61.8,17.2,68.6,935.6,4.6
15.0,1995.0,10.0,228.0,0.0,0.0,0.1,0.01,0.11,62.2,18.4,108.0,977.8,3.8
17.0,2010.0,10.0,139.0,0.3,0.64,0.07,0.22,1.23,82.0,56.0,57.0,431.0,1.0
19.0,2010.0,1.0,233.0,0.0,0.0,0.01,0.0,0.01,68.6,25.4,27.0,976.4,6.2
28.0,2012.0,10.0,497.0,0.04,0.0,0.0,0.0,0.04,79.2,30.4,33.2,1099.0,1.0
6.0,2005.0,0.0,491.0,0.29,0.11,0.0,0.01,0.4,62.8,7.8,13.4,658.0,1.0
26.0,2008.0,10.0,496.0,0.0,0.0,0.01,0.0,0.01,65.6,9.2,12.4,447.6,2.6
16.0,2004.0,6.0,53.0,0.11,0.09,0.0,0.03,0.23,73.0,34.0,23.0,965.0,7.0
25.0,2000.0,7.0,469.0,0.0,0.0,0.51,0.0,0.51,70.0,29.0,17.6,1010.6,4.4
15.0,2001.0,0.0,427.0,0.02,0.02,0.0,0.0,0.04,65.6,14.4,78.2,899.0,3.6
26.0,2009.0,6.0,139.0,0.19,0.23,0.0,0.05,0.47,68.0,22.0,5.0,439.0,1.0
28.0,2010.0,8.0,298.0,0.19,0.0,0.0,0.01,0.21,64.2,18.2,7.0,1404.0,2.0
16.0,2006.0,2.0,277.0,0.0,0.0,0.05,0.0,0.05,61.0,27.2,12.6,832.2,4.2
30.0,2016.0,3.0,528.0,0.03,0.0,0.0,0.0,0.04,75.0,5.0,6.0,1550.0,2.0
16.0,2006.0,1.0,175.0,0.0,0.0,0.01,0.0,0.01,65.4,22.8,137.8,905.6,4.8
16.0,2000.0,5.0,458.0,0.0,0.0,0.04,0.0,0.04,78.0,14.0,23.2,1029.8,1.0
17.0,2012.0,6.0,349.0,0.05,0.09,0.0,0.03,0.17,72.0,20.0,29.0,252.0,7.0
17.0,2011.0,0.0,21.0,0.39,0.39,0.0,0.16,0.94,77.0,18.0,42.0,1507.0,2.0
7.0,2002.0,5.0,227.0,0.06,0.02,0.0,0.0,0.08,70.0,21.0,10.0,679.0,1.0
15.0,1999.0,0.0,415.0,0.03,0.02,0.0,0.0,0.06,73.4,12.6,54.0,988.4,4.8
16.0,2005.0,10.0,277.0,0.0,0.0,0.11,0.0,0.11,68.6,25.2,13.0,766.8,5.0
16.0,2008.0,9.0,277.0,0.85,0.66,0.01,0.22,1.75,55.0,6.0,6.0,815.0,2.0
15.0,1999.0,0.0,545.0,0.01,0.01,0.0,0.0,0.02,74.0,15.4,44.0,301.6,6.6
4.0,2006.0,4.0,548.0,0.33,0.01,0.0,0.03,0.37,68.0,10.0,8.0,69.0,1.0
19.0,2011.0,3.0,458.0,0.0,0.04,0.0,0.01,0.05,63.4,34.4,26.2,922.2,3.6
19.0,2005.0,1.0,528.0,0.18,0.01,0.0,0.02,0.21,54.4,13.6,13.4,1369.6,4.8
26.0,2011.0,3.0,533.0,0.0,0.17,0.0,0.04,0.21,42.2,8.2,62.8,1254.8,3.6
16.0,2005.0,7.0,196.0,0.07,0.06,0.0,0.02,0.14,76.0,42.0,33.0,992.0,7.0
7.0,2002.0,2.0,53.0,0.55,0.14,0.0,0.02,0.71,73.0,30.0,23.0,1110.0,7.0
11.0,1984.0,8.0,361.0,26.93,0.63,0.28,0.47,28.31,81.0,64.6,362.0,1020.0,1.0
6.0,2003.0,8.0,497.0,0.02,0.01,0.0,0.0,0.03,78.0,33.0,13.0,959.0,5.0
7.0,2002.0,2.0,85.0,0.09,0.02,0.0,0.0,0.11,68.0,20.0,27.0,268.0,7.0
17.0,2011.0,2.0,139.0,0.45,0.49,0.0,0.18,1.11,84.0,52.0,95.0,431.0,5.0
16.0,2001.0,6.0,17.0,0.2,0.15,0.0,0.05,0.4,61.0,11.0,18.0,44.0,1.0
17.0,2014.0,8.0,21.0,1.56,1.93,0.19,0.68,4.36,75.6,20.4,207.0,664.0,5.0
17.0,2012.0,10.0,139.0,0.09,0.1,0.0,0.04,0.23,73.0,36.0,17.0,449.0,1.0
26.0,2009.0,3.0,497.0,0.29,0.0,0.0,0.02,0.31,47.2,13.8,4.0,276.0,1.0
21.0,1996.0,9.0,348.0,0.0,0.0,0.06,0.0,0.06,67.6,14.0,28.2,733.6,5.8
26.0,2009.0,9.0,491.0,0.4,0.15,0.0,0.05,0.6,61.8,8.8,6.0,223.0,1.0
17.0,2011.0,0.0,364.0,0.0,0.03,0.16,0.01,0.19,58.0,25.0,15.0,46.0,5.0
15.0,2000.0,10.0,139.0,0.7,0.47,0.0,0.08,1.25,86.0,10.0,6.0,449.0,1.0
4.0,2008.0,0.0,548.0,0.08,0.0,0.0,0.01,0.09,43.0,5.0,18.2,108.0,7.0
7.0,2002.0,1.0,361.0,0.96,0.53,0.3,0.09,1.87,82.0,39.0,145.0,1172.0,7.0
26.0,2012.0,0.0,21.0,0.0,0.01,0.0,0.0,0.01,58.4,13.6,21.8,1143.2,4.0
17.0,2015.0,10.0,497.0,0.45,0.12,0.03,0.13,0.74,70.0,10.2,13.0,1606.0,1.0
16.0,2008.0,1.0,265.0,0.0,0.0,0.1,0.0,0.1,59.0,17.4,59.2,832.2,4.8
26.0,2009.0,1.0,528.0,0.17,0.0,0.0,0.01,0.19,62.4,26.0,27.0,297.0,1.0
16.0,2003.0,0.0,139.0,0.14,0.11,0.0,0.04,0.28,56.0,14.0,21.0,1627.0,1.0
4.0,2008.0,3.0,526.0,0.05,0.0,0.0,0.0,0.05,61.4,12.2,10.6,1299.4,1.0
30.0,2014.0,8.0,6.0,0.2,0.11,0.0,0.03,0.35,63.0,12.0,68.0,1190.0,5.0
21.0,1997.0,7.0,265.0,0.0,0.0,0.21,0.0,0.21,63.8,14.0,52.6,815.6,6.0
26.0,2010.0,10.0,227.0,0.14,0.07,0.0,0.02,0.23,41.0,7.0,18.4,682.0,1.0
29.0,2003.0,5.0,129.0,0.02,0.01,0.0,0.0,0.03,66.6,20.0,7.8,744.4,4.2
16.0,2005.0,7.0,448.0,0.07,0.05,0.15,0.02,0.29,81.0,15.0,26.0,1161.0,7.0
29.0,2005.0,6.0,139.0,0.32,0.19,0.0,0.01,0.53,89.0,65.0,66.0,341.0,2.0
17.0,2015.0,10.0,277.0,0.09,0.12,0.15,0.04,0.4,70.6,10.6,40.0,815.0,1.0
30.0,2015.0,0.0,369.0,0.04,0.02,0.0,0.01,0.06,56.6,23.4,85.4,1002.2,3.4
15.0,1997.0,6.0,178.0,0.21,0.15,0.0,0.03,0.38,71.6,20.8,136.6,888.6,5.0
4.0,2007.0,2.0,327.0,0.07,0.01,0.0,0.01,0.09,73.0,26.0,22.0,1070.0,5.0
18.0,2015.0,2.0,552.0,1.5,0.8,0.0,0.48,2.78,83.0,81.0,836.0,1626.0,5.0
13.0,2013.0,9.0,25.0,0.0,0.02,0.0,0.0,0.02,73.2,27.2,368.8,639.8,3.4
4.0,2008.0,7.0,235.0,0.12,0.03,0.05,0.01,0.21,69.0,46.0,15.0,247.0,1.0
16.0,2001.0,3.0,458.0,0.36,0.28,0.0,0.1,0.74,68.8,19.8,30.4,781.6,2.2
6.0,2004.0,3.0,491.0,0.39,0.14,0.0,0.01,0.54,57.2,8.2,8.0,66.0,1.0
19.0,2014.0,0.0,301.0,0.0,0.0,0.01,0.0,0.01,64.8,19.2,46.8,546.8,5.8
19.0,2009.0,7.0,209.0,0.19,0.0,0.03,0.02,0.24,80.0,26.0,47.0,576.0,7.0
4.0,2010.0,5.0,163.0,0.04,0.0,0.0,0.0,0.04,58.0,17.0,38.0,541.0,1.0
19.0,2012.0,7.0,277.0,0.0,0.0,0.13,0.0,0.13,65.0,22.0,23.2,800.6,4.2
15.0,1996.0,10.0,206.0,0.03,0.02,0.0,0.0,0.05,66.0,19.6,120.0,858.8,5.0
28.0,2011.0,6.0,139.0,0.18,0.21,0.0,0.04,0.43,74.6,45.6,228.8,446.4,4.2
16.0,2004.0,10.0,21.0,1.25,0.86,0.01,0.26,2.37,83.0,59.0,55.0,1004.0,7.0
13.0,2015.0,10.0,139.0,0.06,0.13,0.0,0.01,0.2,81.0,10.0,296.0,449.0,1.0
6.0,2006.0,0.0,290.0,0.06,0.02,0.0,0.0,0.09,55.0,5.0,6.0,69.0,1.0
17.0,2008.0,8.0,290.0,0.11,0.04,0.0,0.02,0.16,62.0,40.0,18.0,375.0,7.0
17.0,2013.0,6.0,91.0,0.07,0.22,0.01,0.08,0.37,82.0,20.0,173.0,305.0,1.0
28.0,2014.0,0.0,277.0,0.02,0.06,0.0,0.01,0.09,70.0,22.0,239.0,919.0,5.0
29.0,2002.0,0.0,491.0,0.07,0.02,0.0,0.0,0.09,56.0,22.0,7.0,727.0,7.0
23.0,1994.0,0.0,361.0,0.57,0.12,0.71,0.02,1.42,63.6,28.2,76.0,865.6,4.4
7.0,2003.0,7.0,491.0,0.04,0.01,0.0,0.0,0.05,72.0,19.0,5.8,330.0,7.0
16.0,2003.0,0.0,271.0,0.11,0.09,0.0,0.03,0.23,61.0,26.0,6.0,201.0,5.0
16.0,2007.0,10.0,503.0,0.0,0.0,0.01,0.0,0.01,71.0,17.0,10.2,1117.2,2.8
2.0,2012.0,3.0,361.0,0.0,0.0,0.16,0.0,0.16,64.4,31.4,44.0,851.6,3.4
17.0,2011.0,8.0,497.0,0.33,0.31,0.0,0.12,0.76,51.0,48.0,278.0,600.0,5.0
29.0,2005.0,2.0,139.0,0.42,0.16,0.0,0.02,0.6,88.0,48.0,27.0,449.0,7.0
7.0,2002.0,2.0,21.0,0.14,0.04,0.0,0.0,0.18,75.0,27.0,20.0,476.0,7.0
4.0,2008.0,3.0,528.0,0.07,0.0,0.0,0.01,0.07,59.8,9.2,7.2,1133.0,1.0
6.0,2002.0,10.0,147.0,0.0,0.0,0.12,0.0,0.13,54.2,8.8,72.2,769.6,4.2
10.0,1999.0,0.0,545.0,0.39,0.09,0.07,0.01,0.56,78.6,12.6,33.6,623.2,3.8
20.0,2016.0,1.0,533.0,0.0,0.0,0.01,0.0,0.01,52.4,18.4,47.8,968.8,4.8
4.0,2008.0,3.0,432.0,0.04,0.0,0.0,0.0,0.05,72.0,6.0,12.2,1215.0,1.0
17.0,2007.0,7.0,458.0,0.2,0.04,0.05,0.03,0.32,75.0,55.0,145.0,584.0,7.0
26.0,2010.0,3.0,497.0,0.33,0.21,0.0,0.05,0.59,53.8,15.4,38.2,276.0,1.0
15.0,1998.0,10.0,327.0,1.41,0.05,0.0,0.04,1.5,70.2,18.6,231.8,865.0,1.2
29.0,2001.0,0.0,277.0,0.21,0.06,0.0,0.01,0.28,84.0,23.0,39.0,788.0,5.0
17.0,2011.0,7.0,20.0,0.0,0.0,0.02,0.0,0.02,64.4,23.6,18.2,578.6,3.0
6.0,2002.0,6.0,491.0,0.05,0.02,0.0,0.0,0.08,74.0,14.0,55.0,873.0,1.0
17.0,2013.0,1.0,98.0,0.0,0.0,0.04,0.0,0.04,58.8,17.8,75.4,656.6,5.0
6.0,2002.0,0.0,491.0,0.03,0.01,0.0,0.0,0.04,38.0,12.0,13.8,336.0,1.0
23.0,1992.0,8.0,277.0,0.0,0.0,0.13,0.0,0.13,76.4,19.0,113.4,821.2,4.2
13.0,2014.0,0.0,277.0,0.01,0.03,0.0,0.0,0.04,58.0,16.0,498.0,919.0,5.0
17.0,2011.0,0.0,21.0,0.11,0.18,0.0,0.06,0.34,57.0,41.0,27.0,664.0,7.0
26.0,2011.0,3.0,139.0,0.02,0.07,0.0,0.01,0.09,73.2,60.8,371.4,1604.0,1.0
4.0,2009.0,11.0,448.0,0.0,0.0,0.06,0.0,0.06,64.6,25.2,35.8,964.0,4.6
15.0,1998.0,9.0,248.0,0.04,0.03,0.0,0.01,0.08,73.6,21.8,233.4,746.0,3.6
4.0,2010.0,3.0,497.0,0.08,0.01,0.0,0.01,0.09,74.2,38.4,774.8,14.0,1.0
28.0,2007.0,7.0,325.0,0.41,0.02,0.0,0.04,0.47,66.0,57.0,156.0,516.0,5.0
29.0,2003.0,8.0,491.0,0.03,0.01,0.0,0.0,0.05,70.0,19.0,9.0,1650.0,7.0
26.0,2009.0,0.0,467.0,0.21,0.07,0.08,0.03,0.39,66.0,53.0,70.0,1365.0,7.0
15.0,1997.0,10.0,139.0,0.61,0.42,0.0,0.07,1.1,87.4,19.2,86.2,562.4,2.4
6.0,2002.0,2.0,491.0,0.19,0.07,0.0,0.0,0.27,73.0,10.0,6.0,987.0,1.0
21.0,1995.0,3.0,541.0,0.0,0.0,0.02,0.0,0.02,70.8,11.8,50.2,640.6,3.6
4.0,2010.0,0.0,227.0,0.0,0.0,0.05,0.0,0.05,46.8,13.0,14.2,728.8,2.2
6.0,2005.0,5.0,569.0,0.01,0.0,0.0,0.0,0.01,61.6,7.6,10.2,850.0,1.0
0.0,1981.8,8.0,53.0,0.91,0.06,0.0,0.01,0.98,71.6,29.0,101.8,715.6,4.4
5.0,2000.0,7.0,361.0,2.55,1.56,1.29,0.99,6.39,86.4,34.8,189.4,875.0,1.0
19.0,2012.0,0.0,233.0,0.0,0.0,0.05,0.0,0.05,68.2,26.6,28.4,974.2,6.2
4.0,2009.0,0.0,21.0,0.2,0.15,0.0,0.04,0.38,54.0,4.0,8.6,47.0,1.0
5.0,2001.0,1.0,361.0,0.87,0.52,0.41,0.06,1.86,86.6,32.2,170.0,973.4,3.0
28.0,2010.0,0.0,528.0,1.2,0.62,0.04,0.19,2.06,77.8,69.2,234.6,1547.2,6.2
28.0,2014.0,1.0,21.0,0.11,0.07,0.0,0.02,0.2,65.8,13.8,7.0,1628.0,2.0
4.0,2008.0,1.0,467.0,0.0,0.0,0.08,0.0,0.08,69.4,23.8,12.8,1112.2,1.2
17.0,2014.0,0.0,528.0,0.46,0.56,0.06,0.2,1.29,72.0,53.0,292.0,1560.0,5.0
28.0,2006.0,8.0,528.0,1.4,0.02,0.02,0.1,1.54,90.0,78.0,215.0,1550.0,7.0
15.0,1999.0,8.0,458.0,2.03,0.72,0.02,0.11,2.88,80.8,17.6,135.4,1155.2,3.4
4.0,2010.0,0.0,259.0,0.06,0.0,0.0,0.0,0.06,62.8,31.0,93.8,532.0,1.0
17.0,2015.0,10.0,69.0,0.0,0.02,0.0,0.0,0.03,68.4,23.6,91.8,458.0,1.0
2.0,2015.0,3.0,496.0,0.0,0.0,0.11,0.0,0.11,63.4,9.4,7.0,704.8,2.4
21.0,1997.0,2.0,85.0,0.0,0.0,0.26,0.0,0.26,68.0,19.4,53.2,509.2,4.8
